Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,531.9000244140625,544.9000244140625,531.0999755859375,542.0999755859375,542.0999755859375,16845027
2022-08-03,541.9000244140625,546.4000244140625,534.6500244140625,540.8499755859375,540.8499755859375,24262125
2022-08-04,543.6500244140625,544.0,524.2000122070312,533.25,533.25,18072293
2022-08-05,535.5499877929688,542.9000244140625,529.0,531.0499877929688,531.0499877929688,21110734
2022-08-08,524.0,524.0,513.8499755859375,520.4000244140625,520.4000244140625,32566317
2022-08-10,521.5499877929688,523.5,513.4000244140625,514.7000122070312,514.7000122070312,16904151
2022-08-11,520.0,526.0,517.2000122070312,524.75,524.75,13862195
2022-08-12,525.7000122070312,531.7999877929688,525.1500244140625,530.7000122070312,530.7000122070312,12154012
2022-08-16,533.2999877929688,533.8499755859375,525.0,525.9500122070312,525.9500122070312,10721167
2022-08-17,528.8499755859375,530.5499877929688,524.3499755859375,528.1500244140625,528.1500244140625,12054183
2022-08-18,526.8499755859375,534.7999877929688,526.2000122070312,532.3499755859375,532.3499755859375,9013662
2022-08-19,532.0,533.6500244140625,518.5,520.3499755859375,520.3499755859375,11087222
2022-08-22,519.0,519.9000244140625,510.0,511.29998779296875,511.29998779296875,9676954
2022-08-23,508.25,524.0,508.25,521.9000244140625,521.9000244140625,8597965
2022-08-24,519.0,523.0,512.2999877929688,519.2999877929688,519.2999877929688,11930650
2022-08-25,521.9500122070312,528.2999877929688,518.5,520.4000244140625,520.4000244140625,15473450
2022-08-26,523.7999877929688,529.5,522.2000122070312,523.7999877929688,523.7999877929688,12855886
2022-08-29,511.29998779296875,517.0,508.75,514.8499755859375,514.8499755859375,9421339
2022-08-30,518.2000122070312,532.5,517.9500122070312,531.25,531.25,14835308
2022-09-01,522.25,540.9000244140625,522.25,533.2999877929688,533.2999877929688,16670228
2022-09-02,537.0,537.8499755859375,531.25,536.7000122070312,536.7000122070312,10017930
2022-09-05,537.0,540.7999877929688,536.2999877929688,538.9000244140625,538.9000244140625,7819994
2022-09-06,538.0,542.7000122070312,534.0999755859375,537.7999877929688,537.7999877929688,8657868
2022-09-07,534.4000244140625,537.4500122070312,531.5499877929688,532.8499755859375,532.8499755859375,8445359
2022-09-08,536.0,546.2999877929688,535.5,544.6500244140625,544.6500244140625,12240707
2022-09-09,549.6500244140625,557.0,548.0,553.3499755859375,553.3499755859375,18587927
2022-09-12,554.9000244140625,558.5999755859375,551.25,554.9000244140625,554.9000244140625,9677415
2022-09-13,560.0,560.0,553.75,558.0,558.0,16707275
2022-09-14,550.0,574.8499755859375,549.25,571.75,571.75,21632641
2022-09-15,572.5499877929688,578.5,567.9000244140625,572.1500244140625,572.1500244140625,12749947
2022-09-16,569.0999755859375,574.0,560.2999877929688,561.7999877929688,561.7999877929688,14739280
2022-09-19,560.7000122070312,574.4000244140625,559.5499877929688,572.25,572.25,11194003
2022-09-20,577.9500122070312,577.9500122070312,572.8499755859375,574.0499877929688,574.0499877929688,8484017
2022-09-21,575.0,577.2999877929688,565.4000244140625,569.7000122070312,569.7000122070312,9392526
2022-09-22,566.75,574.0,562.0,567.2999877929688,567.2999877929688,11869435
2022-09-23,564.7999877929688,568.0,549.5,550.5999755859375,550.5999755859375,12563239
2022-09-26,545.7999877929688,549.0,533.0,543.2999877929688,543.2999877929688,16158750
2022-09-27,544.5499877929688,550.9000244140625,533.2000122070312,536.5,536.5,11066799
2022-09-28,532.9000244140625,539.7999877929688,520.3499755859375,524.8499755859375,524.8499755859375,12233485
2022-09-29,529.0,535.7000122070312,519.5499877929688,521.75,521.75,17310168
2022-09-30,524.0,536.9000244140625,516.1500244140625,530.5999755859375,530.5999755859375,17466950
2022-10-03,527.5999755859375,531.6500244140625,518.5,519.75,519.75,9351162
2022-10-04,533.0,535.7999877929688,527.7999877929688,532.7000122070312,532.7000122070312,8745887
2022-10-06,534.5999755859375,541.7999877929688,534.5999755859375,537.2999877929688,537.2999877929688,9507322
2022-10-07,535.5,535.5999755859375,526.5499877929688,530.2000122070312,530.2000122070312,11065307
2022-10-10,525.7000122070312,533.9000244140625,522.2000122070312,530.75,530.75,9649292
2022-10-11,530.75,533.7000122070312,525.5,527.4000244140625,527.4000244140625,10825440
2022-10-12,530.0,535.0,526.0,533.7999877929688,533.7999877929688,8522604
2022-10-13,533.0,533.7999877929688,520.2000122070312,521.4500122070312,521.4500122070312,12972765
2022-10-14,530.2000122070312,534.8499755859375,526.0,527.2000122070312,527.2000122070312,8545479
2022-10-17,526.4000244140625,544.7000122070312,524.2000122070312,543.6500244140625,543.6500244140625,13485349
2022-10-18,547.0999755859375,563.5,546.75,562.4500122070312,562.4500122070312,20440781
2022-10-19,563.0,563.4500122070312,551.5499877929688,553.4000244140625,553.4000244140625,9540583
2022-10-20,552.0,556.7999877929688,545.2999877929688,555.4000244140625,555.4000244140625,11225588
2022-10-21,557.25,565.7999877929688,557.25,560.8499755859375,560.8499755859375,11767639
2022-10-24,567.0,572.5,565.9000244140625,570.5,570.5,3692065
2022-10-25,572.5,586.2000122070312,568.0,578.5499877929688,578.5499877929688,19899324
2022-10-27,583.9500122070312,585.0,577.5999755859375,579.6500244140625,579.6500244140625,13613533
2022-10-28,579.9500122070312,582.6500244140625,567.0,570.75,570.75,10043644
2022-10-31,574.9500122070312,577.4500122070312,568.4000244140625,573.7999877929688,573.7999877929688,9894639
2022-11-01,576.3499755859375,585.75,574.5999755859375,576.9000244140625,576.9000244140625,12069579
2022-11-02,575.9000244140625,578.9500122070312,569.9000244140625,573.8499755859375,573.8499755859375,10241440
2022-11-03,569.0,587.9500122070312,568.0,584.9000244140625,584.9000244140625,17557998
2022-11-04,586.0,596.9500122070312,580.4000244140625,593.9500122070312,593.9500122070312,25759031
2022-11-07,613.0,622.7000122070312,607.7000122070312,614.1500244140625,614.1500244140625,44265903
2022-11-09,621.0,621.0,610.5499877929688,615.5499877929688,615.5499877929688,18939854
2022-11-10,613.0999755859375,615.0999755859375,602.2000122070312,605.75,605.75,11618405
2022-11-11,617.25,619.5499877929688,598.5,601.2999877929688,601.2999877929688,15525267
2022-11-14,603.9500122070312,603.9500122070312,591.6500244140625,592.5499877929688,592.5499877929688,12957268
2022-11-15,594.2999877929688,602.0999755859375,592.6500244140625,600.8499755859375,600.8499755859375,10286417
2022-11-16,599.9500122070312,603.5,596.0,599.75,599.75,11555749
2022-11-17,599.0999755859375,602.75,596.1500244140625,599.0499877929688,599.0499877929688,8167131
2022-11-18,601.0,605.75,597.1500244140625,602.7000122070312,602.7000122070312,12933675
2022-11-21,602.0999755859375,602.0999755859375,595.3499755859375,598.0999755859375,598.0999755859375,7412419
2022-11-22,598.1500244140625,600.7000122070312,596.1500244140625,599.0999755859375,599.0999755859375,8048595
2022-11-23,601.5499877929688,609.5999755859375,601.0,607.6500244140625,607.6500244140625,12435924
2022-11-24,609.75,611.2999877929688,605.7999877929688,609.3499755859375,609.3499755859375,8960032
2022-11-25,610.5499877929688,613.7000122070312,606.25,607.4000244140625,607.4000244140625,9994513
2022-11-28,605.5999755859375,610.9000244140625,602.3499755859375,608.5999755859375,608.5999755859375,7934274
2022-11-29,607.0999755859375,611.7999877929688,607.0999755859375,608.5499877929688,608.5499877929688,6942919
2022-11-30,608.5,611.4000244140625,598.4000244140625,602.4500122070312,602.4500122070312,15606230
2022-12-01,607.8499755859375,609.7999877929688,601.5499877929688,608.0999755859375,608.0999755859375,14209313
2022-12-02,607.5,609.5999755859375,604.25,607.5499877929688,607.5499877929688,7533838
2022-12-05,608.5,618.0,607.5499877929688,617.2999877929688,617.2999877929688,11585602
2022-12-06,614.75,619.7999877929688,607.7999877929688,608.9500122070312,608.9500122070312,12996244
2022-12-07,610.8499755859375,612.9000244140625,604.5,607.0499877929688,607.0499877929688,7613892
2022-12-08,609.75,613.7999877929688,607.1500244140625,611.6500244140625,611.6500244140625,10020015
2022-12-09,614.4000244140625,618.0,609.0999755859375,616.5,616.5,11202267
2022-12-12,614.7999877929688,618.7000122070312,611.0,613.0499877929688,613.0499877929688,9285187
2022-12-13,613.5,617.4000244140625,612.5,616.75,616.75,7455415
2022-12-14,618.5,626.75,617.5,625.5,625.5,14010673
2022-12-15,625.5499877929688,629.5499877929688,614.2999877929688,615.9500122070312,615.9500122070312,10622271
2022-12-16,612.0,615.5999755859375,602.0999755859375,603.3499755859375,603.3499755859375,9435071
2022-12-19,604.0,609.5,603.0,604.4500122070312,604.4500122070312,8322012
2022-12-20,603.0,606.5,599.5499877929688,604.4500122070312,604.4500122070312,6753785
2022-12-21,605.9000244140625,609.1500244140625,589.5999755859375,593.4000244140625,593.4000244140625,9217253
2022-12-22,597.0,599.0,587.5499877929688,593.4000244140625,593.4000244140625,8740149
2022-12-23,590.0,590.7000122070312,571.5,574.0,574.0,13047046
2022-12-26,574.0,601.7000122070312,570.7000122070312,597.0999755859375,597.0999755859375,13201587
2022-12-27,600.4000244140625,603.0999755859375,593.2999877929688,601.9000244140625,601.9000244140625,9638618
2022-12-28,600.9000244140625,607.0,598.5499877929688,601.0499877929688,601.0499877929688,7988631
2022-12-29,600.0,618.0,597.1500244140625,611.7999877929688,611.7999877929688,20130392
2022-12-30,615.25,620.5499877929688,611.3499755859375,613.7000122070312,613.7000122070312,13052895
2023-01-02,614.9500122070312,619.2000122070312,611.2000122070312,612.2000122070312,612.2000122070312,6726084
2023-01-03,614.5,616.5999755859375,610.0,612.4000244140625,612.4000244140625,6818062
2023-01-04,611.8499755859375,614.9500122070312,604.0,605.2000122070312,605.2000122070312,7011191
2023-01-05,607.0,611.5999755859375,601.9500122070312,605.0999755859375,605.0999755859375,8241475
2023-01-06,607.4000244140625,607.4500122070312,597.0,600.6500244140625,600.6500244140625,7972036
2023-01-09,605.0,609.0,600.0999755859375,607.7000122070312,607.7000122070312,8878905
2023-01-10,608.4500122070312,609.0,590.5999755859375,595.1500244140625,595.1500244140625,10622660
2023-01-11,596.4500122070312,599.5,592.25,596.7000122070312,596.7000122070312,7419630
2023-01-12,597.9000244140625,597.9000244140625,590.0999755859375,594.9000244140625,594.9000244140625,8183715
2023-01-13,597.9000244140625,602.9000244140625,593.6500244140625,600.0999755859375,600.0999755859375,7877610
2023-01-16,603.0,606.0999755859375,600.5999755859375,603.0,603.0,5483191
2023-01-17,603.0,606.0,586.0499877929688,592.9500122070312,592.9500122070312,13461999
2023-01-18,595.9000244140625,597.1500244140625,587.5999755859375,591.4500122070312,591.4500122070312,11538075
2023-01-19,591.0,591.75,587.5499877929688,589.8499755859375,589.8499755859375,7475688
2023-01-20,593.7999877929688,596.5999755859375,590.7999877929688,592.2000122070312,592.2000122070312,6750607
2023-01-23,598.5,601.75,592.9500122070312,600.4500122070312,600.4500122070312,6604469
2023-01-24,603.5,604.5999755859375,593.0499877929688,594.3499755859375,594.3499755859375,7609623
2023-01-25,595.8499755859375,595.8499755859375,567.4000244140625,568.7000122070312,568.7000122070312,25686294
2023-01-27,568.0,568.5499877929688,532.25,539.9500122070312,539.9500122070312,40163464
2023-01-30,536.0,554.3499755859375,525.2000122070312,538.2000122070312,538.2000122070312,40797825
2023-01-31,545.0,557.0,537.8499755859375,553.5,553.5,21911943
2023-02-01,561.4000244140625,565.0,499.3500061035156,527.3499755859375,527.3499755859375,38218810
2023-02-02,520.2000122070312,532.6500244140625,502.5,528.0999755859375,528.0999755859375,39287056
2023-02-03,536.0,545.9500122070312,519.1500244140625,544.2000122070312,544.2000122070312,32317232
2023-02-06,558.7999877929688,558.7999877929688,536.5499877929688,545.4000244140625,545.4000244140625,25338586
2023-02-07,548.0,551.4000244140625,541.0499877929688,547.0999755859375,547.0999755859375,16195947
2023-02-08,550.0,554.5,545.5,549.75,549.75,15502847
2023-02-09,552.0,552.0,542.7999877929688,550.7999877929688,550.7999877929688,15061047
2023-02-10,546.5,557.25,546.5,553.0499877929688,553.0499877929688,13824475
2023-02-13,554.0,556.9000244140625,533.2999877929688,537.5,537.5,18488732
2023-02-14,539.9500122070312,544.5999755859375,530.75,540.8499755859375,540.8499755859375,18559909
2023-02-15,540.0,544.6500244140625,536.7999877929688,542.25,542.25,12796579
2023-02-16,546.8499755859375,546.8499755859375,538.5,540.0999755859375,540.0999755859375,12767016
2023-02-17,538.5,539.6500244140625,527.75,531.0,531.0,14192008
2023-02-20,532.0,533.9500122070312,522.1500244140625,525.1500244140625,525.1500244140625,12570032
2023-02-21,527.0999755859375,528.9500122070312,522.4000244140625,523.4500122070312,523.4500122070312,10223218
2023-02-22,520.75,521.9000244140625,512.5,516.3499755859375,516.3499755859375,14763050
2023-02-23,516.9500122070312,524.0,511.3500061035156,521.0,521.0,15535085
2023-02-24,524.2000122070312,527.5,517.5999755859375,521.0499877929688,521.0499877929688,12253035
2023-02-27,521.0999755859375,529.7999877929688,519.0,527.7000122070312,527.7000122070312,11048799
2023-02-28,527.25,528.4500122070312,521.0499877929688,522.7999877929688,522.7999877929688,15768010
2023-03-01,523.25,537.4000244140625,523.0999755859375,536.7000122070312,536.7000122070312,13510198
2023-03-02,535.9500122070312,539.9000244140625,532.5,533.75,533.75,10376913
2023-03-03,542.0,564.2999877929688,541.75,561.2000122070312,561.2000122070312,27656538
2023-03-06,564.9000244140625,567.9000244140625,559.0,561.7000122070312,561.7000122070312,16162268
2023-03-08,560.0,565.5,556.4500122070312,564.7999877929688,564.7999877929688,12637578
2023-03-09,564.75,565.75,558.0,558.9000244140625,558.9000244140625,8993423
2023-03-10,553.0999755859375,554.9500122070312,545.0,547.3499755859375,547.3499755859375,11522371
2023-03-13,547.0,553.1500244140625,528.4500122070312,530.0,530.0,14373729
2023-03-14,527.6500244140625,532.7999877929688,520.0,525.4000244140625,525.4000244140625,14750800
2023-03-15,529.7999877929688,532.0,515.5499877929688,517.5499877929688,517.5499877929688,11282329
2023-03-16,518.4000244140625,529.3499755859375,514.2999877929688,524.5,524.5,20040008
2023-03-17,528.6500244140625,531.5999755859375,520.0999755859375,529.7999877929688,529.7999877929688,18787379
2023-03-20,526.5999755859375,526.5999755859375,515.0,519.2000122070312,519.2000122070312,14275315
2023-03-21,522.0,523.4500122070312,516.4500122070312,521.8499755859375,521.8499755859375,29485180
2023-03-22,522.2000122070312,527.0,520.0999755859375,521.5499877929688,521.5499877929688,11619538
2023-03-23,519.4000244140625,521.0,511.5,512.75,512.75,22097792
2023-03-24,514.5,514.9500122070312,503.45001220703125,505.3500061035156,505.3500061035156,14416984
2023-03-27,507.0,514.1500244140625,501.54998779296875,510.1499938964844,510.1499938964844,15674218
2023-03-28,511.45001220703125,511.75,503.8500061035156,508.1000061035156,508.1000061035156,15833599
2023-03-29,509.0,518.0,506.29998779296875,516.5,516.5,24203789
2023-03-31,520.6500244140625,524.9000244140625,519.3499755859375,523.75,523.75,17356345
2023-04-03,524.75,528.5,522.0999755859375,526.75,526.75,14210949
2023-04-05,527.0,527.5999755859375,519.0499877929688,523.0,523.0,13574801
2023-04-06,524.0,533.7000122070312,521.6500244140625,527.6500244140625,527.6500244140625,25125879
2023-04-10,529.25,530.4000244140625,524.4000244140625,526.2999877929688,526.2999877929688,17335453
2023-04-11,530.8499755859375,535.7000122070312,527.1500244140625,532.0999755859375,532.0999755859375,26414406
2023-04-12,533.2000122070312,534.0,526.0,528.2000122070312,528.2000122070312,21292441
2023-04-13,529.2999877929688,534.25,527.1500244140625,532.9500122070312,532.9500122070312,28597560
2023-04-17,528.0,545.0,528.0,544.0,544.0,32476990
2023-04-18,545.3499755859375,548.5,540.5,545.8499755859375,545.8499755859375,22283456
2023-04-19,544.0,547.5,538.25,540.2999877929688,540.2999877929688,21156372
2023-04-20,541.2000122070312,545.4500122070312,536.6500244140625,544.7999877929688,544.7999877929688,25588577
2023-04-21,545.0,546.4000244140625,539.7000122070312,543.1500244140625,543.1500244140625,22599418
2023-04-24,543.7999877929688,555.5499877929688,543.5,554.5999755859375,554.5999755859375,23335611
2023-04-25,555.0,567.9000244140625,555.0,561.7999877929688,561.7999877929688,38142390
2023-04-26,562.0,567.0,556.4500122070312,566.3499755859375,566.3499755859375,23143882
2023-04-27,565.0,567.4000244140625,561.0999755859375,564.75,564.75,17845169
2023-04-28,567.7999877929688,580.4500122070312,565.5,578.2999877929688,578.2999877929688,16183423
2023-05-02,580.0,580.8499755859375,573.1500244140625,575.2999877929688,575.2999877929688,13667511
2023-05-03,570.6500244140625,575.0,569.0,570.5,570.5,9699527
2023-05-04,570.2000122070312,580.7999877929688,568.5,580.0,580.0,12533761
2023-05-05,580.2000122070312,588.25,575.0499877929688,576.5,576.5,18163461
